# device_serial=FLMS13217
# frame_number=222
# integration_time_us=50000
# timestamp_ns=1778614513732568000
# axis_units=nm
# value_units=counts
wavelength_nm,intensity
658.3878,2525.55
658.7130,2593.88
659.0381,2542.63
659.3631,2532.87
659.6881,2510.91
660.0130,2581.67
660.3379,2493.83
660.6627,2506.03
660.9875,2530.43
661.3122,2545.07
661.6369,2530.43
661.9614,2510.91
662.2860,2513.35
662.6105,2535.31
662.9349,2513.35
663.2593,2593.88
663.5836,2540.19
663.9079,2535.31
664.2321,2508.47
664.5562,2510.91
664.8803,2552.39
665.2044,2535.31
665.5283,2479.19
665.8523,2518.23
666.1761,2525.55
666.5000,2540.19
666.8237,2493.83
667.1474,2469.43
667.4711,2518.23
667.7947,2562.15
668.1182,2515.79
668.4417,2530.43
668.7651,2474.31
669.0885,2459.67
669.4118,2549.95
669.7350,2542.63
670.0582,2525.55
670.3814,2530.43
670.7045,2532.87
671.0275,2481.63
671.3505,2496.27
671.6734,2518.23
671.9963,2432.83
672.3191,2515.79
672.6418,2471.87
672.9645,2532.87
673.2872,2508.47
673.6098,2510.91
673.9323,2523.11
674.2548,2564.59
674.5772,2510.91
674.8996,2459.67
675.2219,2486.51
675.5441,2471.87
675.8663,2537.75
676.1884,2496.27
676.5105,2449.91
676.8325,2567.03
677.1545,2476.75
677.4764,2498.71
677.7983,2459.67
678.1201,2454.79
678.4418,2454.79
678.7635,2435.27
679.0851,2459.67
679.4067,2537.75
679.7282,2559.71
680.0497,2506.03
680.3711,2535.31
680.6924,2498.71
681.0137,2469.43
681.3350,2525.55
681.6561,2498.71
681.9773,2513.35
682.2983,2440.15
682.6193,2479.19
682.9403,2518.23
683.2612,2479.19
683.5820,2481.63
683.9028,2508.47
684.2235,2479.19
684.5442,2430.39
684.8648,2469.43
685.1854,2432.83
685.5059,2484.07
685.8263,2454.79
686.1467,2474.31
686.4671,2386.46
686.7873,2506.03
687.1076,2457.23
687.4277,2486.51
687.7478,2471.87
688.0679,2535.31
688.3879,2479.19
688.7078,2469.43
689.0277,2425.51
689.3475,2506.03
689.6673,2479.19
689.9870,2454.79
690.3066,2440.15
690.6262,2510.91
690.9457,2488.95
691.2652,2527.99
691.5847,2530.43
691.9040,2498.71
692.2233,2520.67
692.5426,2445.03
692.8618,2493.83
693.1809,2535.31
693.5000,2420.62
693.8190,2549.95
694.1380,2471.87
694.4569,2501.15
694.7758,2493.83
695.0946,2488.95
695.4133,2466.99
695.7320,2442.59
696.0506,2452.35
696.3692,2447.47
696.6877,2498.71
697.0061,2420.62
697.3245,2486.51
697.6429,2540.19
697.9612,2474.31
698.2794,2508.47
698.5976,2518.23
698.9157,2508.47
699.2337,2442.59
699.5517,2506.03
699.8697,2454.79
700.1876,2484.07
700.5054,2464.55
700.8232,2398.66
701.1409,2376.7
701.4585,2549.95
701.7761,2515.79
702.0937,2520.67
702.4112,2415.74
702.7286,2427.95
703.0459,2491.39
703.3633,2488.95
703.6805,2462.11
703.9977,2452.35
704.3149,2410.86
704.6319,2423.06
704.9490,2484.07
705.2659,2466.99
705.5828,2510.91
705.8997,2503.59
706.2165,2471.87
706.5332,2457.23
706.8499,2474.31
707.1665,2506.03
707.4831,2462.11
707.7996,2481.63
708.1161,2469.43
708.4324,2515.79
708.7488,2488.95
709.0651,2427.95
709.3813,2437.71
709.6974,2479.19
710.0135,2498.71
710.3296,2464.55
710.6456,2454.79
710.9615,2440.15
711.2774,2459.67
711.5932,2488.95
711.9090,2447.47
712.2247,2496.27
712.5403,2449.91
712.8559,2459.67
713.1714,2415.74
713.4869,2435.27
713.8023,2459.67
714.1177,2503.59
714.4330,2464.55
714.7482,2486.51
715.0634,2437.71
715.3785,2405.98
715.6936,2501.15
716.0086,2408.42
716.3235,2430.39
716.6384,2498.71
716.9533,2486.51
717.2680,2491.39
717.5828,2503.59
717.8974,2469.43
718.2120,2415.74
718.5266,2454.79
718.8410,2564.59
719.1555,2506.03
719.4698,2479.19
719.7842,2486.51
720.0984,2628.04
720.4126,2532.87
720.7268,2459.67
721.0408,2469.43
721.3549,2479.19
721.6688,2447.47
721.9827,2403.54
722.2966,2401.1
722.6104,2513.35
722.9241,2537.75
723.2378,2474.31
723.5514,2452.35
723.8649,2449.91
724.1784,2491.39
724.4919,2425.51
724.8053,2418.18
725.1186,2457.23
725.4319,2410.86
725.7451,2515.79
726.0582,2501.15
726.3713,2454.79
726.6843,2498.71
726.9973,2503.59
727.3102,2523.11
727.6231,2427.95
727.9359,2432.83
728.2486,2464.55
728.5613,2515.79
728.8739,2462.11
729.1865,2459.67
729.4990,2510.91
729.8115,2520.67
730.1239,2474.31
730.4362,2457.23
730.7485,2498.71
731.0607,2447.47
731.3728,2447.47
731.6849,2506.03
731.9970,2464.55
732.3090,2425.51
732.6209,2459.67
732.9327,2513.35
733.2446,2415.74
733.5563,2427.95
733.8680,2447.47
734.1796,2498.71
734.4912,2515.79
734.8027,2476.75
735.1142,2459.67
735.4256,2527.99
735.7369,2440.15
736.0482,2464.55
736.3594,2493.83
736.6705,2488.95
736.9817,2493.83
737.2927,2513.35
737.6037,2491.39
737.9146,2462.11
738.2255,2410.86
738.5363,2496.27
738.8470,2510.91
739.1577,2520.67
739.4684,2447.47
739.7789,2449.91
740.0894,2518.23
740.3999,2418.18
740.7103,2471.87
741.0206,2532.87
741.3309,2518.23
741.6411,2557.27
741.9513,2547.51
742.2614,2418.18
742.5714,2476.75
742.8814,2493.83
743.1913,2493.83
743.5012,2381.58
743.8110,2479.19
744.1208,2430.39
744.4304,2501.15
744.7401,2506.03
745.0496,2484.07
745.3592,2464.55
745.6686,2508.47
745.9780,2491.39
746.2873,2469.43
746.5966,2452.35
746.9058,2481.63
747.2150,2488.95
747.5241,2442.59
747.8331,2445.03
748.1421,2398.66
748.4510,2491.39
748.7599,2386.46
749.0687,2486.51
749.3774,2506.03
749.6861,2454.79
749.9947,2462.11
750.3033,2496.27
750.6118,2464.55
750.9202,2484.07
751.2286,2481.63
751.5369,2437.71
751.8452,2474.31
752.1534,2476.75
752.4616,2476.75
752.7696,2447.47
753.0777,2454.79
753.3856,2432.83
753.6936,2410.86
754.0014,2459.67
754.3092,2440.15
754.6169,2457.23
754.9246,2427.95
755.2322,2449.91
755.5398,2459.67
755.8473,2518.23
756.1547,2513.35
756.4621,2479.19
756.7694,2464.55
757.0766,2449.91
757.3838,2440.15
757.6910,2398.66
757.9981,2425.51
758.3051,2442.59
758.6120,2440.15
758.9189,2464.55
759.2258,2410.86
759.5325,2471.87
759.8393,2442.59
760.1459,2376.7
760.4525,2466.99
760.7591,2396.22
761.0655,2491.39
761.3720,2486.51
761.6783,2388.9
761.9846,2469.43
762.2908,2447.47
762.5970,2486.51
762.9032,2484.07
763.2092,2488.95
763.5152,2493.83
763.8212,2445.03
764.1270,2518.23
764.4329,2540.19
764.7386,2513.35
765.0443,2530.43
765.3500,2496.27
765.6555,2488.95
765.9611,2432.83
766.2665,2423.06
766.5719,2457.23
766.8773,2474.31
767.1825,2405.98
767.4878,2359.62
767.7929,2466.99
768.0980,2459.67
768.4031,2471.87
768.7080,2452.35
769.0130,2391.34
769.3178,2391.34
769.6226,2405.98
769.9274,2525.55
770.2320,2520.67
770.5367,2469.43
770.8412,2488.95
771.1457,2506.03
771.4502,2547.51
771.7545,2413.3
772.0589,2405.98
772.3631,2503.59
772.6673,2498.71
772.9715,2464.55
773.2755,2466.99
773.5795,2476.75
773.8835,2515.79
774.1874,2391.34
774.4912,2471.87
774.7950,2474.31
775.0987,2435.27
775.4024,2445.03
775.7060,2449.91
776.0095,2510.91
776.3130,2466.99
776.6164,2466.99
776.9197,2501.15
777.2230,2493.83
777.5263,2437.71
777.8294,2445.03
778.1326,2449.91
778.4356,2462.11
778.7386,2442.59
779.0415,2464.55
779.3444,2510.91
779.6472,2459.67
779.9499,2462.11
780.2526,2437.71
780.5553,2432.83
780.8578,2486.51
781.1603,2435.27
781.4628,2423.06
781.7652,2503.59
782.0675,2496.27
782.3697,2445.03
782.6719,2506.03
782.9741,2530.43
783.2762,2388.9
783.5782,2440.15
783.8801,2423.06
784.1820,2469.43
784.4839,2457.23
784.7856,2445.03
785.0874,2474.31
785.3890,2486.51
785.6906,2513.35
785.9921,2479.19
786.2936,2403.54
786.5950,2398.66
786.8964,2435.27
787.1977,2501.15
787.4989,2445.03
787.8001,2442.59
788.1012,2401.1
788.4022,2452.35
788.7032,2520.67
789.0041,2437.71
789.3050,2501.15
789.6058,2493.83
789.9065,2491.39
790.2072,2457.23
790.5078,2508.47
790.8084,2535.31
791.1089,2466.99
791.4093,2466.99
791.7097,2454.79
792.0100,2449.91
792.3102,2420.62
792.6104,2454.79
792.9106,2405.98
793.2106,2452.35
793.5106,2513.35
793.8106,2527.99
794.1105,2481.63
794.4103,2408.42
794.7100,2462.11
795.0097,2476.75
795.3094,2479.19
795.6090,2427.95
795.9085,2459.67
796.2079,2427.95
796.5073,2474.31
796.8067,2445.03
797.1059,2464.55
797.4051,2474.31
797.7043,2488.95
798.0034,2418.18
798.3024,2452.35
798.6014,2525.55
798.9003,2515.79
799.1991,2401.1
799.4979,2435.27
799.7966,2413.3
800.0953,2459.67
800.3938,2484.07
800.6924,2459.67
800.9909,2442.59
801.2893,2481.63
801.5876,2464.55
801.8859,2418.18
802.1841,2484.07
802.4823,2408.42
802.7804,2466.99
803.0784,2501.15
803.3764,2523.11
803.6743,2374.26
803.9722,2567.03
804.2700,2405.98
804.5677,2432.83
804.8654,2496.27
805.1630,2447.47
805.4605,2469.43
805.7580,2442.59
806.0554,2462.11
806.3528,2405.98
806.6501,2440.15
806.9474,2479.19
807.2445,2452.35
807.5416,2432.83
807.8387,2457.23
808.1357,2425.51
808.4326,2503.59
808.7295,2466.99
809.0263,2462.11
809.3230,2401.1
809.6197,2466.99
809.9163,2442.59
810.2129,2454.79
810.5094,2452.35
810.8058,2430.39
811.1022,2410.86
811.3985,2457.23
811.6948,2432.83
811.9909,2335.22
812.2871,2425.51
812.5831,2425.51
812.8791,2474.31
813.1751,2462.11
813.4709,2423.06
813.7668,2515.79
814.0625,2491.39
814.3582,2437.71
814.6538,2418.18
814.9494,2457.23
815.2449,2479.19
815.5403,2457.23
815.8357,2513.35
816.1310,2527.99
816.4263,2440.15
816.7215,2513.35
817.0166,2464.55
817.3117,2501.15
817.6067,2523.11
817.9016,2445.03
818.1965,2413.3
818.4913,2452.35
818.7861,2423.06
819.0808,2447.47
819.3754,2545.07
819.6700,2408.42
819.9645,2427.95
820.2589,2452.35
820.5533,2449.91
820.8476,2503.59
821.1419,2420.62
821.4361,2405.98
821.7302,2486.51
822.0243,2440.15
822.3183,2423.06
822.6122,2430.39
822.9061,2476.75
823.1999,2469.43
823.4937,2445.03
823.7874,2471.87
824.0810,2401.1
824.3746,2430.39
824.6681,2420.62
824.9615,2398.66
825.2549,2466.99
825.5482,2474.31
825.8415,2484.07
826.1347,2415.74
826.4278,2537.75
826.7209,2445.03
827.0139,2447.47
827.3068,2452.35
827.5997,2481.63
827.8925,2474.31
828.1853,2510.91
828.4780,2371.82
828.7706,2437.71
829.0631,2437.71
829.3557,2466.99
829.6481,2491.39
829.9405,2445.03
830.2328,2464.55
830.5250,2420.62
830.8172,2425.51
831.1094,2432.83
831.4014,2447.47
831.6934,2466.99
831.9854,2454.79
832.2772,2452.35
832.5690,2471.87
832.8608,2415.74
833.1525,2440.15
833.4441,2491.39
833.7357,2471.87
834.0271,2359.62
834.3186,2393.78
834.6100,2459.67
834.9013,2452.35
835.1925,2413.3
835.4837,2405.98
835.7748,2447.47
836.0659,2474.31
836.3568,2481.63
836.6478,2462.11
836.9386,2491.39
837.2294,2488.95
837.5202,2437.71
837.8109,2437.71
838.1015,2452.35
838.3920,2457.23
838.6825,2474.31
838.9729,2484.07
839.2633,2508.47
839.5536,2403.54
839.8438,2469.43
840.1340,2466.99
840.4241,2437.71
840.7141,2401.1
841.0041,2491.39
841.2940,2454.79
841.5839,2430.39
841.8737,2405.98
842.1634,2454.79
842.4531,2437.71
842.7427,2515.79
843.0322,2493.83
843.3217,2427.95
843.6111,2423.06
843.9004,2464.55
844.1897,2523.11
844.4789,2452.35
844.7681,2518.23
845.0572,2481.63
845.3462,2476.75
845.6352,2486.51
845.9241,2457.23
846.2129,2484.07
846.5017,2476.75
846.7904,2445.03
847.0790,2469.43
847.3676,2474.31
847.6561,2452.35
847.9446,2459.67
848.2330,2535.31
848.5213,2479.19
848.8096,2545.07
849.0978,2481.63
849.3859,2430.39
849.6740,2459.67
849.9620,2405.98
850.2500,2488.95
850.5378,2403.54
850.8257,2449.91
851.1134,2464.55
851.4011,2506.03
851.6887,2503.59
851.9763,2476.75
852.2638,2484.07
852.5512,2481.63
852.8386,2410.86
853.1259,2510.91
853.4132,2542.63
853.7003,2462.11
853.9874,2476.75
854.2745,2469.43
854.5615,2471.87
854.8484,2452.35
855.1353,2427.95
855.4221,2405.98
855.7088,2381.58
855.9955,2447.47
856.2821,2408.42
856.5686,2420.62
856.8551,2432.83
857.1415,2415.74
857.4278,2454.79
857.7141,2513.35
858.0003,2357.18
858.2865,2442.59
858.5726,2549.95
858.8586,2398.66
859.1446,2466.99
859.4305,2437.71
859.7163,2466.99
860.0021,2432.83
860.2878,2425.51
860.5734,2425.51
860.8590,2430.39
861.1445,2425.51
861.4300,2447.47
861.7154,2466.99
862.0007,2510.91
862.2859,2449.91
862.5711,2452.35
862.8563,2401.1
863.1413,2445.03
863.4263,2471.87
863.7113,2493.83
863.9961,2427.95
864.2809,2440.15
864.5657,2476.75
864.8503,2476.75
865.1350,2423.06
865.4195,2464.55
865.7040,2396.22
865.9884,2459.67
866.2728,2493.83
866.5570,2413.3
866.8413,2442.59
867.1254,2501.15
867.4095,2440.15
867.6936,2452.35
867.9775,2545.07
868.2614,2486.51
868.5453,2447.47
868.8290,2445.03
869.1127,2442.59
869.3964,2445.03
869.6800,2449.91
869.9635,2464.55
870.2469,2442.59
870.5303,2452.35
870.8136,2471.87
871.0969,2469.43
871.3801,2403.54
871.6632,2471.87
871.9463,2403.54
872.2293,2452.35
872.5122,2469.43
872.7951,2427.95
873.0779,2427.95
873.3606,2427.95
